"mmsi","year","month","total_fishing_hours","n_points"
440952000,2013,8,14.5281944444444,8
440954000,2012,5,257.308888888889,112
440954000,2012,9,452.386666666667,241
440954000,2013,11,103.413055555556,55
440954000,2013,12,127.621388888889,65
440954000,2014,1,94.3588888888889,43
440954000,2014,2,440.216388888889,219
440954000,2014,6,439.714583333333,203
440954000,2014,8,251.274722222222,140
440954000,2014,9,163.91625,85
440958000,2012,12,32.9920833333333,4
440958000,2013,4,273.101944444444,108
440958000,2013,7,162.894861111111,46
440958000,2013,8,56.26125,17
440963000,2012,2,109.966666666667,29
440963000,2012,3,53.0908333333333,16
440963000,2012,4,368.58,189
440963000,2012,5,165.03875,81
440968000,2014,5,2.77625,2
440968000,2014,6,19.6155555555556,11
440975000,2012,8,3.12805555555556,3
440975000,2012,9,12.8809722222222,5
440975000,2012,10,1.84944444444444,1
440986000,2013,7,53.8694444444444,33
440986000,2013,8,482.678472222222,244
440986000,2013,9,711.681111111111,317
440986000,2013,10,309.179861111111,162
440986000,2013,11,717.483333333333,380
440986000,2013,12,410.415416666667,205
440986000,2014,1,694.21125,342
440986000,2014,2,618.579027777778,325
440986000,2014,3,340.679305555556,168
440986000,2014,4,585.030138888889,287
440986000,2014,5,706.356388888889,364
440986000,2014,6,583.576805555556,301
440986000,2014,7,128.956388888889,65
440986000,2014,8,452.500416666667,233
440986000,2014,9,5.14097222222222,2
440987000,2012,6,340.550138888889,189
440987000,2012,7,55.7461111111111,30
440987000,2013,10,118.282777777778,64
440987000,2014,1,246.387638888889,140
440987000,2014,2,493.162777777778,263
440987000,2014,3,222.648194444444,115
440987000,2015,9,0.855833333333333,1
440987654,2013,9,229.858194444444,103
440987654,2013,10,122.085694444444,62
440987654,2013,11,44.0773611111111,18
440990000,2014,4,2.27236111111111,1
440990000,2014,5,7.95069444444444,4
440990000,2014,6,17.3533333333333,7
440990000,2014,12,40.6868055555556,11
440992000,2013,7,287.255277777778,169
440992000,2013,8,591.742222222222,311
440992000,2014,5,387.260416666667,188
440992000,2014,6,414.686527777778,186
440992000,2014,7,357.2125,169
440992000,2014,8,248.918055555556,121
441018000,2012,3,25.6831944444444,8
441018000,2012,4,371.235,217
441018000,2012,5,16.5480555555556,12
441018000,2014,6,22.9165277777778,12
441024000,2012,9,10.9033333333333,7
441024000,2014,5,3.54166666666667,2
441024000,2014,6,9.37208333333333,6
441024000,2014,8,58.7580555555556,20
441024000,2014,11,37.7022222222222,11
441043000,2013,7,142.572777777778,87
441043000,2013,8,35.8969444444444,16
441043000,2014,5,136.941805555556,81
441043000,2014,6,176.898472222222,99
441047000,2012,7,45.8727777777778,20
441047000,2013,7,167.764722222222,101
441047000,2013,8,372.431111111111,209
441047000,2013,9,24.7570833333333,12
441062000,2012,1,278.025833333333,157
441062000,2012,6,275.2825,152
441062000,2012,7,46.7361111111111,23
441066000,2012,5,20.0197222222222,10
441066000,2012,6,4.58708333333333,1
441066000,2013,10,0.567916666666667,1
441066000,2014,4,13.1652777777778,6
441066000,2014,5,17.2070833333333,10
441066000,2014,6,19.6223611111111,5
441066000,2014,8,20.2172222222222,11
441066000,2014,9,30.6277777777778,19
441066000,2014,11,5.95555555555556,2
441066000,2015,3,5.31013888888889,2
441066000,2016,12,2.95458333333333,2
441081000,2012,6,189.80875,116
441084000,2013,10,16.6702777777778,15
441084000,2013,11,385.484305555556,190
441090000,2013,10,159.679305555556,87
441098000,2012,7,62.4979166666667,23
441098000,2013,10,23.8030555555556,14
441098000,2013,11,270.178611111111,130
441098000,2014,1,206.005,95
441098000,2014,2,20.09,13
441098000,2014,3,110.395138888889,50
441098000,2014,11,653.778333333333,159
441098000,2014,12,532.043611111111,124
441166000,2012,9,1.77555555555556,1
441166000,2012,10,3.73069444444444,1
441166000,2014,5,2.06069444444444,1
441166000,2014,6,1.98194444444444,2
441166000,2014,8,9.83805555555556,4
441166000,2014,10,74.2780555555556,22
441166000,2014,11,252.818888888889,72
441166000,2014,12,61.7154166666667,13
441166000,2015,3,9.10611111111111,2
441166000,2015,6,12.0498611111111,3
441241000,2013,12,79.75125,44
441241000,2014,1,196.744027777778,99
441251000,2012,5,393.145833333333,209
441251000,2014,6,323.049583333333,165
441251000,2014,8,414.092777777778,231
441251000,2015,8,4.64722222222222,1
441374000,2012,6,86.5413888888889,44
441374000,2012,7,65.23375,42
441374000,2014,3,0.922222222222222,1
441374000,2016,8,0.504166666666667,1
441446000,2012,8,1.75,1
441446000,2012,9,30.7748611111111,17
441446000,2014,4,20.41875,7
441446000,2014,5,6.78,4
441446000,2014,10,46.6636111111111,13
441446000,2014,11,10.23625,5
441446000,2015,3,0.163888888888889,1
441446000,2015,6,0.755833333333333,1
441483000,2012,7,18.5745833333333,6
441493000,2014,4,5.94277777777778,3
441493000,2014,5,6.67277777777778,2
441493000,2014,6,17.05,12
441493000,2014,8,116.823194444444,44
441493000,2014,9,121.189583333333,36
441493000,2014,10,84.9306944444445,24
441493000,2014,11,69.0706944444445,15
441493000,2014,12,60.4126388888889,14
441493000,2015,3,24.1558333333333,6
441493000,2015,6,4.72652777777778,1
441493000,2016,11,7.04902777777778,3
441536000,2012,1,103.878194444444,51
441536000,2012,5,353.402777777778,49
441536000,2014,6,335.084583333333,169
441536000,2014,8,392.751527777778,179
441644000,2013,10,76.43625,43
441644000,2013,11,662.714722222222,347
441644000,2013,12,375.630138888889,196
441644000,2014,1,663.493194444444,356
441644000,2014,2,298.019861111111,155
441644000,2014,3,354.162361111111,170
441644000,2014,10,435.856666666667,230
441644000,2014,11,363.145138888889,120
441645000,2012,6,288.422222222222,139
441645000,2012,7,85.3040277777778,44
441645000,2012,9,426.894861111111,222
441645000,2012,10,38.8244444444444,22
441650000,2013,8,44.3825,24
441650000,2014,6,319.946805555556,157
441650000,2016,8,4.94638888888889,1
441650000,2016,10,129.274861111111,32
441660000,2013,9,205.945972222222,121
441660000,2013,10,156.858611111111,94
441660000,2014,1,111.239583333333,60
441660000,2014,2,46.5475,22
441675000,2014,5,18.3425,11
441675000,2014,6,17.8777777777778,10
441675000,2015,3,6.26458333333334,2
441675000,2015,8,0.592222222222222,1
441675000,2016,12,38.5959722222222,9
441680000,2012,6,139.455694444444,80
441680000,2012,7,24.7236111111111,16
441680000,2013,11,257.545833333333,140
441811000,2013,9,157.207916666667,94
441811000,2013,10,151.853194444444,93
441811000,2014,1,9.10763888888889,4
441811000,2014,2,188.410555555556,93
441811000,2014,5,78.9306944444444,44
441811000,2014,6,610.581805555556,308
441812000,2016,5,6.11972222222222,2
441812000,2016,12,0.344583333333333,1
441837000,2012,7,5.17763888888889,3
441837000,2012,8,14.6955555555556,5
441837000,2012,9,8.30013888888889,5
441837000,2013,10,2.54694444444444,1
441837000,2013,11,1.64902777777778,1
441837000,2014,2,3.46708333333333,2
441837000,2014,3,0.909722222222222,1
441837000,2014,4,7.42833333333333,3
441837000,2014,5,17.9409722222222,7
441837000,2014,6,15.8922222222222,8
441837000,2014,7,4.64166666666667,2
441837000,2014,8,151.201527777778,58
441837000,2014,9,74.0938888888889,26
441837000,2014,10,29.8279166666667,11
441837000,2014,11,217.418333333333,64
441837000,2014,12,14.2866666666667,5
441837000,2015,6,5.95805555555556,1
441853000,2014,4,4.54041666666667,2
441853000,2014,6,20.7395833333333,15
441853000,2014,8,113.116944444444,36
441853000,2014,9,109.753194444444,26
441853000,2014,10,10.9902777777778,5
441853000,2014,11,113.503611111111,32
441853000,2014,12,28.8406944444444,9
441853000,2015,3,6.79263888888889,3
441853000,2015,5,0.134722222222222,1
441869000,2014,1,347.101944444444,160
441869000,2014,2,454.390833333333,257
441930000,2014,5,21.0740277777778,10
441930000,2014,6,8.74486111111111,2
441930000,2014,10,53.0904166666667,24
441930000,2014,11,23.9691666666667,8
441930000,2014,12,187.741666666667,68
441930000,2015,1,3.84347222222222,2
441930000,2015,3,0.440555555555556,2
441930000,2015,5,3.54375,1
444042912,2012,2,0.375,1
444042912,2012,8,2.19458333333333,2
444042912,2012,9,3.61777777777778,2
444042912,2012,10,5.55638888888889,3
444080710,2012,4,34.2115277777778,20
444080710,2012,7,24.1616666666667,10
444080710,2012,8,6.06736111111111,3
444080710,2012,9,5.82958333333333,3
444080710,2012,10,4.59930555555556,5
444080710,2014,4,10.0952777777778,6
444080710,2014,5,2.29430555555556,3
444080710,2014,6,2.36777777777778,2
444080710,2014,7,4.54319444444444,4
444080710,2014,8,116.754444444444,34
444080710,2014,9,182.998888888889,53
444080710,2014,10,42.02125,11
444080710,2014,11,12.2511111111111,3
444080710,2015,3,6.25125,2
452005511,2014,5,5.79708333333333,3
510057000,2014,5,7.08,5
510057000,2014,11,84.6127777777778,26
510062000,2015,5,5.81527777777778,1
512000061,2013,8,176.070694444444,22
512000061,2013,9,343.694861111111,45
512000061,2013,11,224.248194444444,20
512000089,2013,7,78.2445833333333,28
512000089,2013,8,7.35013888888889,1
512000089,2013,9,123.98375,38
512000089,2014,8,38.4213888888889,13
512000089,2014,9,197.202361111111,71
512000089,2014,10,25.9047222222222,6
512012000,2014,7,4.93291666666667,3
520217000,2014,6,280.172083333333,117
520217000,2014,11,197.317777777778,28
520217000,2014,12,579.270277777778,90
520218000,2014,6,237.005138888889,111
520227000,2012,5,109.560694444444,70
520227000,2012,8,5.05611111111111,7
520227000,2012,9,118.912638888889,71
520227000,2012,10,104.485972222222,74
520227000,2012,11,218.705,121
520228000,2012,9,16.8495833333333,11
520238000,2014,1,1.14958333333333,1
520238000,2014,4,40.5011111111111,20
520238000,2014,5,668.676527777778,258
520238000,2014,6,513.543472222222,196
520238000,2014,11,206.173888888889,105
520238000,2014,12,548.811388888889,204
520241000,2012,11,607.819305555556,203
520241000,2012,12,648.195416666667,170
520241000,2013,1,249.433472222222,80
520241000,2013,3,64.3505555555556,18
520241000,2013,4,311.863333333333,93
520241000,2013,9,183.603333333333,73
529413000,2012,1,80.21375,47
529413000,2012,8,221.534722222222,142
529413000,2012,9,237.436944444444,154
529413000,2012,10,203.422083333333,125
529413000,2012,12,172.66875,99
529414000,2012,9,365.263888888889,240
529414000,2012,11,34.8015277777778,23
529414000,2012,12,207.839861111111,136
529415000,2012,8,25.52375,19
529415000,2012,9,136.79125,90
529415000,2012,10,256.251527777778,150
529415000,2013,10,334.643611111111,223
529415000,2013,11,179.000833333333,124
529415000,2013,12,75.1459722222222,55
529415000,2014,1,235.463194444444,155
529415000,2014,2,106.190694444444,74
529415000,2014,6,50.0322222222222,28
529415000,2014,7,133.664861111111,75
529417000,2012,1,51.20875,23
529417000,2012,5,8.03319444444444,6
529417000,2012,8,2.45680555555556,2
529417000,2012,9,3.62972222222222,2
529417000,2014,5,4.00555555555556,2
529417000,2014,6,11.51625,5
529417000,2014,7,9.64527777777778,4
529417000,2014,8,22.9898611111111,7
529417000,2014,9,127.663055555556,48
529417000,2014,10,10.3943055555556,9
529417000,2014,12,2.40819444444444,4
529417000,2015,2,10.6470833333333,1
529440000,2014,7,3.53305555555556,2
529440000,2014,9,6.31847222222222,3
529440000,2014,11,17.1377777777778,3
529440000,2014,12,42.2144444444444,8
529469000,2012,5,15.5276388888889,8
529469000,2012,7,7.85694444444444,5
529469000,2012,8,22.7502777777778,11
529469000,2014,5,12.6497222222222,7
529469000,2014,6,5.53236111111111,3
529469000,2014,7,9.12125,2
529469000,2014,8,3.68027777777778,2
529469000,2014,10,17.50375,2
529469000,2015,8,20.5105555555556,5
529676000,2014,4,1.80388888888889,1
529676000,2014,5,16.1811111111111,4
529676000,2014,8,62.6965277777778,18
529676000,2014,10,4.66347222222222,3
529676000,2014,11,3.11277777777778,2
529686000,2014,5,30.4029166666667,16
529686000,2014,6,18.7356944444444,10
529686000,2014,7,15.2304166666667,6
529686000,2014,8,15.7829166666667,10
529686000,2014,9,5.41291666666667,3
529687000,2014,10,21.3986111111111,10
529687000,2014,11,54.8981944444444,16
529687000,2014,12,81.9190277777778,33
529687000,2015,1,1.94402777777778,1
529687000,2015,2,0.751527777777778,1
529687000,2015,3,12.1633333333333,4
529695000,2014,10,10.0931944444444,4
529695000,2014,11,7.60916666666667,2
529695000,2014,12,51.3495833333333,15
529695000,2015,3,0.791527777777778,1
529729000,2014,5,1.62111111111111,2
529729000,2014,6,3.83069444444444,3
529729000,2014,7,7.17611111111111,3
529729000,2014,8,180.302916666667,67
529729000,2014,9,22.3268055555556,9
529729000,2014,10,116.120138888889,35
529729000,2015,2,1.43805555555556,2
529783000,2015,2,5.49777777777778,1
538060004,2014,11,15.285,3
538060005,2015,6,9.19972222222222,5
538060006,2015,11,15.0981944444444,4
538060018,2015,6,92.3758333333333,21
548831000,2014,5,11.0336111111111,7
548831000,2015,5,5.31027777777778,2
553111712,2015,5,1.40847222222222,2
553111712,2015,10,0.805972222222222,1
553111738,2015,11,0.521666666666667,1
553111744,2015,2,2.25763888888889,1
553111750,2015,5,0.679166666666667,2
553111761,2015,11,5.25833333333333,2
553111765,2015,10,12.3738888888889,3
576375000,2012,2,6.26583333333333,4
576375000,2013,4,1.11916666666667,2
735057564,2012,1,31.7641666666667,14
735057564,2012,2,13.51375,6
735057564,2012,3,43.2259722222222,13
735057565,2012,1,24.7561111111111,8
735057565,2012,4,11.4966666666667,6
735057565,2012,12,1.81013888888889,1
735057565,2014,1,12.6377777777778,6
735057565,2014,2,0.744305555555556,1
735058003,2013,10,1.24638888888889,1
735058003,2013,12,1.37263888888889,1
735058003,2014,1,1.10638888888889,1
735059089,2012,3,18.17625,4
735059089,2012,4,2.39736111111111,3
