"mmsi","year","month","hours","kir","post","date"
416003803,2014,7,669.134444444444,FALSE,FALSE,2014-07-01
440584000,2014,7,644.414027777778,FALSE,FALSE,2014-07-01
440954000,2014,7,693.765138888889,FALSE,FALSE,2014-07-01
440777000,2014,7,400.8125,FALSE,FALSE,2014-07-01
440931000,2014,7,615.191805555556,FALSE,FALSE,2014-07-01
440886000,2014,7,551.425138888889,FALSE,FALSE,2014-07-01
441043000,2014,7,702.22,FALSE,FALSE,2014-07-01
440595000,2014,7,685.542361111111,FALSE,FALSE,2014-07-01
440045000,2014,7,472.737222222222,FALSE,FALSE,2014-07-01
440239000,2014,7,739.130416666667,FALSE,FALSE,2014-07-01
538060005,2014,7,38.6125,FALSE,FALSE,2014-07-01
