"mmsi","year","month","hours","kir","post","date"
416003803,2016,10,399.638472222222,FALSE,TRUE,2016-10-01
440751000,2016,10,453.605,FALSE,TRUE,2016-10-01
440733000,2016,10,702.780138888889,FALSE,TRUE,2016-10-01
440584000,2016,10,677.578611111111,FALSE,TRUE,2016-10-01
441811000,2016,10,684.840833333333,FALSE,TRUE,2016-10-01
441251000,2016,10,733.789166666667,FALSE,TRUE,2016-10-01
416004409,2016,10,50.7511111111111,FALSE,TRUE,2016-10-01
440941000,2016,10,609.818194444444,FALSE,TRUE,2016-10-01
440595000,2016,10,550.916666666667,FALSE,TRUE,2016-10-01
440239000,2016,10,108.422083333333,FALSE,TRUE,2016-10-01
441869000,2016,10,235.137083333333,FALSE,TRUE,2016-10-01
432507000,2016,10,204.60625,FALSE,TRUE,2016-10-01
440809000,2016,10,618.143888888889,FALSE,TRUE,2016-10-01
36764000,2016,10,293.661944444444,FALSE,TRUE,2016-10-01
553111744,2016,10,337.118472222222,FALSE,TRUE,2016-10-01
412371179,2016,10,664.964722222222,FALSE,TRUE,2016-10-01
440479000,2016,10,188.570833333333,FALSE,TRUE,2016-10-01
440765000,2016,10,573.289027777778,FALSE,TRUE,2016-10-01
440780000,2016,10,701.159305555556,FALSE,TRUE,2016-10-01
440781000,2016,10,645.077083333333,FALSE,TRUE,2016-10-01
510057000,2016,10,198.131944444444,FALSE,TRUE,2016-10-01
416004565,2016,10,678.952777777778,FALSE,TRUE,2016-10-01
416243700,2016,10,151.429305555556,FALSE,TRUE,2016-10-01
416004552,2016,10,702.289583333333,FALSE,TRUE,2016-10-01
416003803,2016,9,374.856944444444,FALSE,TRUE,2016-09-01
440987000,2016,9,450.755555555556,FALSE,TRUE,2016-09-01
440787000,2016,9,519.533333333333,FALSE,TRUE,2016-09-01
440584000,2016,9,694.422222222222,FALSE,TRUE,2016-09-01
441811000,2016,9,646.493611111111,FALSE,TRUE,2016-09-01
440733000,2016,9,627.875833333333,FALSE,TRUE,2016-09-01
440773000,2016,9,595.145833333333,FALSE,TRUE,2016-09-01
441251000,2016,9,658.583888888889,FALSE,TRUE,2016-09-01
441043000,2016,9,610.706111111111,FALSE,TRUE,2016-09-01
440522000,2016,9,551.577083333333,FALSE,TRUE,2016-09-01
440936000,2016,9,701.431944444445,FALSE,TRUE,2016-09-01
440595000,2016,9,672.448888888889,FALSE,TRUE,2016-09-01
440654000,2016,9,11.2676388888889,FALSE,TRUE,2016-09-01
440703000,2016,9,718.6475,FALSE,TRUE,2016-09-01
440894000,2016,9,685.660833333333,FALSE,TRUE,2016-09-01
440045000,2016,9,606.478888888889,FALSE,TRUE,2016-09-01
441812000,2016,9,697.880277777778,FALSE,TRUE,2016-09-01
440781000,2016,9,533.275972222222,FALSE,TRUE,2016-09-01
440954000,2016,9,690.3725,FALSE,TRUE,2016-09-01
440620000,2016,9,658.106805555556,FALSE,TRUE,2016-09-01
441650000,2016,9,672.174444444445,FALSE,TRUE,2016-09-01
529686000,2016,9,171.647083333333,TRUE,TRUE,2016-09-01
416004566,2016,9,661.509166666667,FALSE,TRUE,2016-09-01
440246000,2016,9,672.655416666667,FALSE,TRUE,2016-09-01
440788000,2016,9,32.7177777777778,FALSE,TRUE,2016-09-01
416004553,2016,9,520.19625,FALSE,TRUE,2016-09-01
224651000,2016,9,29.1673611111111,FALSE,TRUE,2016-09-01
553111761,2016,9,166.918611111111,FALSE,TRUE,2016-09-01
416004507,2016,9,143.756666666667,FALSE,TRUE,2016-09-01
440986000,2016,9,247.678055555556,FALSE,TRUE,2016-09-01
416898000,2016,9,79.9327777777778,FALSE,TRUE,2016-09-01
416003756,2016,10,609.875555555555,FALSE,TRUE,2016-10-01
538060005,2016,10,86.9273611111111,FALSE,TRUE,2016-10-01
538060004,2016,10,131.122916666667,FALSE,TRUE,2016-10-01
440641000,2016,10,574.960694444444,FALSE,TRUE,2016-10-01
735057565,2016,10,89.7680555555556,FALSE,TRUE,2016-10-01
366878000,2016,10,198.547916666667,FALSE,TRUE,2016-10-01
440986000,2016,10,513.340833333333,FALSE,TRUE,2016-10-01
440053000,2016,9,115.832083333333,FALSE,TRUE,2016-09-01
441493000,2016,10,203.992083333333,FALSE,TRUE,2016-10-01
440195000,2016,10,145.138333333333,FALSE,TRUE,2016-10-01
416574000,2016,10,86.8031944444444,FALSE,TRUE,2016-10-01
413224000,2016,10,184.656944444444,FALSE,TRUE,2016-10-01
440952000,2016,10,151.954027777778,FALSE,TRUE,2016-10-01
366878000,2016,9,40.5930555555556,FALSE,TRUE,2016-09-01
512012000,2016,9,214.939444444445,FALSE,TRUE,2016-09-01
440089000,2016,10,0,FALSE,TRUE,2016-10-01
440636000,2016,5,537.175833333333,FALSE,TRUE,2016-05-01
441680000,2016,5,514.155833333333,FALSE,TRUE,2016-05-01
440895000,2016,5,619.454305555555,FALSE,TRUE,2016-05-01
416003756,2016,5,311.211527777778,FALSE,TRUE,2016-05-01
416004566,2016,5,697.5425,FALSE,TRUE,2016-05-01
416000179,2016,5,592.193472222222,FALSE,TRUE,2016-05-01
440617000,2016,5,609.015277777778,FALSE,TRUE,2016-05-01
440604000,2016,5,552.394166666667,FALSE,TRUE,2016-05-01
416004565,2016,5,616.926527777778,FALSE,TRUE,2016-05-01
553111765,2016,5,96.3161111111111,FALSE,TRUE,2016-05-01
441043000,2016,5,665.089444444445,FALSE,TRUE,2016-05-01
440575000,2016,5,232.679305555556,FALSE,TRUE,2016-05-01
412985000,2016,5,389.664166666666,FALSE,TRUE,2016-05-01
416243700,2016,5,17.7768055555556,FALSE,TRUE,2016-05-01
440954000,2016,5,616.042361111111,FALSE,TRUE,2016-05-01
538060006,2016,5,94.75,FALSE,TRUE,2016-05-01
441930000,2016,5,185.250416666667,FALSE,TRUE,2016-05-01
441644000,2016,5,228.133194444444,FALSE,TRUE,2016-05-01
412695640,2016,5,464.855277777778,FALSE,TRUE,2016-05-01
440654000,2016,5,576.165277777778,FALSE,TRUE,2016-05-01
440781000,2016,5,713.095416666667,FALSE,TRUE,2016-05-01
440792000,2016,5,626.841666666667,FALSE,TRUE,2016-05-01
440492000,2016,5,44.0636111111111,FALSE,TRUE,2016-05-01
368489000,2016,5,298.669583333333,FALSE,TRUE,2016-05-01
412328728,2016,5,606.328055555556,FALSE,TRUE,2016-05-01
440703000,2016,5,647.43625,FALSE,TRUE,2016-05-01
440821000,2016,5,638.115277777778,FALSE,TRUE,2016-05-01
441869000,2016,5,711.267638888889,FALSE,TRUE,2016-05-01
440705000,2016,5,619.725694444444,FALSE,TRUE,2016-05-01
440055000,2016,5,608.252083333333,FALSE,TRUE,2016-05-01
441812000,2016,5,659.613888888889,FALSE,TRUE,2016-05-01
440595000,2016,5,563.680277777778,FALSE,TRUE,2016-05-01
440919000,2016,5,664.007916666667,FALSE,TRUE,2016-05-01
440590000,2016,5,606.565,FALSE,TRUE,2016-05-01
440620000,2016,5,619.704861111111,FALSE,TRUE,2016-05-01
224523000,2016,9,6.18958333333333,FALSE,TRUE,2016-09-01
440053000,2016,5,74.2704166666667,FALSE,TRUE,2016-05-01
440933000,2016,5,131.499583333333,FALSE,TRUE,2016-05-01
441066000,2016,5,153.277222222222,FALSE,TRUE,2016-05-01
416898000,2016,5,145.545555555556,FALSE,TRUE,2016-05-01
416017500,2016,5,58.1793055555556,FALSE,TRUE,2016-05-01
440823000,2016,5,113.034861111111,FALSE,TRUE,2016-05-01
440787000,2016,5,235.334861111111,FALSE,TRUE,2016-05-01
416003709,2016,8,499.758611111111,FALSE,TRUE,2016-08-01
416004565,2016,8,669.449722222222,FALSE,TRUE,2016-08-01
416004501,2016,8,571.722222222222,FALSE,TRUE,2016-08-01
416004566,2016,8,655.421944444445,FALSE,TRUE,2016-08-01
440920000,2016,8,344.300555555556,FALSE,TRUE,2016-08-01
440704000,2016,8,600.425555555555,FALSE,TRUE,2016-08-01
440549000,2016,8,696.174305555556,FALSE,TRUE,2016-08-01
441483000,2016,8,219.161944444444,FALSE,TRUE,2016-08-01
520218000,2016,8,691.261944444445,FALSE,TRUE,2016-08-01
440895000,2016,8,659.946527777778,FALSE,TRUE,2016-08-01
520217000,2016,8,649.961944444444,FALSE,TRUE,2016-08-01
520238000,2016,8,462.268611111111,FALSE,TRUE,2016-08-01
440773000,2016,8,636.683888888889,FALSE,TRUE,2016-08-01
416710000,2016,8,648.514861111111,FALSE,TRUE,2016-08-01
440239000,2016,8,744.620277777778,FALSE,TRUE,2016-08-01
440595000,2016,8,708.460277777778,FALSE,TRUE,2016-08-01
440246000,2016,8,656.258333333333,FALSE,TRUE,2016-08-01
440820000,2016,8,656.258611111111,FALSE,TRUE,2016-08-01
440992000,2016,8,607.699444444444,FALSE,TRUE,2016-08-01
440645000,2016,8,650.732916666667,FALSE,TRUE,2016-08-01
440584000,2016,8,625.528055555556,FALSE,TRUE,2016-08-01
440781000,2016,8,620.472777777778,FALSE,TRUE,2016-08-01
440780000,2016,8,726.269305555556,FALSE,TRUE,2016-08-01
440705000,2016,8,675.776388888889,FALSE,TRUE,2016-08-01
440703000,2016,8,736.689583333334,FALSE,TRUE,2016-08-01
368489000,2016,8,259.479722222222,FALSE,TRUE,2016-08-01
441650000,2016,8,648.431666666667,FALSE,TRUE,2016-08-01
440647000,2016,8,539.927916666667,FALSE,TRUE,2016-08-01
224523000,2016,8,75.3486111111111,FALSE,TRUE,2016-08-01
553111744,2016,8,192.985833333333,FALSE,TRUE,2016-08-01
440646000,2016,8,675.239027777778,FALSE,TRUE,2016-08-01
366878000,2016,8,171.582916666667,FALSE,TRUE,2016-08-01
441930000,2016,8,287.450833333333,FALSE,TRUE,2016-08-01
529676000,2016,8,68.8568055555556,TRUE,TRUE,2016-08-01
416004242,2015,5,719.491111111111,FALSE,TRUE,2015-05-01
538060005,2015,5,90.2308333333333,FALSE,TRUE,2015-05-01
735057565,2015,5,200.9275,FALSE,TRUE,2015-05-01
440788000,2015,5,631.868611111111,FALSE,TRUE,2015-05-01
440045000,2015,5,541.265416666667,FALSE,TRUE,2015-05-01
440641000,2015,5,595.596388888889,FALSE,TRUE,2015-05-01
440503000,2015,5,656.99,FALSE,TRUE,2015-05-01
441660000,2015,5,516.741805555556,FALSE,TRUE,2015-05-01
440549000,2015,5,661.011805555555,FALSE,TRUE,2015-05-01
440612000,2015,5,637.479722222222,FALSE,TRUE,2015-05-01
441680000,2015,5,647.550972222222,FALSE,TRUE,2015-05-01
441018000,2015,5,536.237361111111,FALSE,TRUE,2015-05-01
441644000,2015,5,690.824305555556,FALSE,TRUE,2015-05-01
520241000,2015,5,684.701944444445,FALSE,TRUE,2015-05-01
412328728,2015,5,377.627361111111,FALSE,TRUE,2015-05-01
416004507,2015,5,730.619722222222,FALSE,TRUE,2015-05-01
412420585,2015,5,682.0325,FALSE,TRUE,2015-05-01
416002596,2015,5,462.617777777778,FALSE,TRUE,2015-05-01
412420582,2015,5,715.955833333333,FALSE,TRUE,2015-05-01
440195000,2015,5,194.742361111111,FALSE,TRUE,2015-05-01
529729000,2015,5,210.514722222222,TRUE,TRUE,2015-05-01
440952000,2015,5,439.456527777778,FALSE,TRUE,2015-05-01
412420892,2015,5,275.576527777778,FALSE,TRUE,2015-05-01
367666000,2015,5,207.044444444444,FALSE,TRUE,2015-05-01
368489000,2015,5,314.970972222222,FALSE,TRUE,2015-05-01
416003709,2015,5,513.411805555556,FALSE,TRUE,2015-05-01
440584000,2015,5,673.555694444444,FALSE,TRUE,2015-05-01
412420919,2015,5,127.065138888889,FALSE,TRUE,2015-05-01
440648000,2015,5,574.853194444445,FALSE,TRUE,2015-05-01
440936000,2015,5,694.548472222222,FALSE,TRUE,2015-05-01
440931000,2015,5,549.712638888889,FALSE,TRUE,2015-05-01
440935000,2015,5,670.412222222222,FALSE,TRUE,2015-05-01
416000179,2015,5,283.543194444444,FALSE,TRUE,2015-05-01
365878412,2015,5,397.705555555556,FALSE,TRUE,2015-05-01
413032000,2015,5,85.5391666666667,FALSE,TRUE,2015-05-01
366878000,2016,5,87.6045833333334,FALSE,TRUE,2016-05-01
529687000,2015,11,62.2754166666667,TRUE,TRUE,2015-11-01
529783000,2015,11,226.000694444445,TRUE,TRUE,2015-11-01
440617000,2015,11,701.490555555556,FALSE,TRUE,2015-11-01
440704000,2015,11,684.993611111111,FALSE,TRUE,2015-11-01
440733000,2015,11,670.364861111111,FALSE,TRUE,2015-11-01
441660000,2015,11,703.508472222222,FALSE,TRUE,2015-11-01
440574000,2015,11,609.38,FALSE,TRUE,2015-11-01
440620000,2015,11,598.722777777778,FALSE,TRUE,2015-11-01
440986000,2015,11,606.569444444444,FALSE,TRUE,2015-11-01
367463000,2015,11,214.223333333333,FALSE,TRUE,2015-11-01
520217000,2015,11,507.589722222222,FALSE,TRUE,2015-11-01
520218000,2015,11,619.41375,FALSE,TRUE,2015-11-01
520238000,2015,11,531.381388888889,FALSE,TRUE,2015-11-01
440542000,2015,11,292.544861111111,FALSE,TRUE,2015-11-01
548831000,2015,11,301.373888888889,FALSE,TRUE,2015-11-01
510062000,2015,11,313.072638888889,FALSE,TRUE,2015-11-01
416004501,2015,11,343.454305555556,FALSE,TRUE,2015-11-01
440894000,2015,11,617.172083333333,FALSE,TRUE,2015-11-01
416004553,2015,11,549.300138888889,FALSE,TRUE,2015-11-01
416243700,2015,11,197.108333333333,FALSE,TRUE,2015-11-01
440648000,2015,11,678.965416666667,FALSE,TRUE,2015-11-01
440858000,2015,11,681.247916666667,FALSE,TRUE,2015-11-01
440575000,2015,11,293.617083333333,FALSE,TRUE,2015-11-01
440233000,2015,11,272.455833333333,FALSE,TRUE,2015-11-01
416003803,2015,11,520.259166666667,FALSE,TRUE,2015-11-01
441084000,2015,11,689.834166666667,FALSE,TRUE,2015-11-01
440654000,2015,11,692.619027777778,FALSE,TRUE,2015-11-01
441098000,2015,11,708.819444444445,FALSE,TRUE,2015-11-01
538060004,2015,11,188.659305555556,FALSE,TRUE,2015-11-01
440823000,2015,11,247.176527777778,FALSE,TRUE,2015-11-01
440104000,2015,11,255.744166666667,FALSE,TRUE,2015-11-01
441251000,2015,11,536.561666666667,FALSE,TRUE,2015-11-01
529417000,2015,11,89.2059722222222,TRUE,TRUE,2015-11-01
441066000,2015,11,214.486666666667,FALSE,TRUE,2015-11-01
538060006,2016,8,146.183194444444,FALSE,TRUE,2016-08-01
440936000,2016,8,639.998888888889,FALSE,TRUE,2016-08-01
416243700,2015,5,148.089166666667,FALSE,TRUE,2015-05-01
440646000,2015,11,565.472361111111,FALSE,TRUE,2015-11-01
416197600,2015,11,592.140138888889,FALSE,TRUE,2015-11-01
440644000,2015,11,43.2422222222222,FALSE,TRUE,2015-11-01
416003854,2016,11,441.598333333333,FALSE,TRUE,2016-11-01
441446000,2016,11,19.3223611111111,FALSE,TRUE,2016-11-01
416003756,2016,11,602.920416666667,FALSE,TRUE,2016-11-01
529695000,2016,11,308.671805555556,TRUE,TRUE,2016-11-01
440246000,2016,11,594.382083333333,FALSE,TRUE,2016-11-01
432507000,2016,11,227.387638888889,FALSE,TRUE,2016-11-01
440612000,2016,11,680.06625,FALSE,TRUE,2016-11-01
440992000,2016,11,672.596388888889,FALSE,TRUE,2016-11-01
440654000,2016,11,672.830833333333,FALSE,TRUE,2016-11-01
440931000,2016,11,687.920694444445,FALSE,TRUE,2016-11-01
440987000,2016,11,680.840416666667,FALSE,TRUE,2016-11-01
440549000,2016,11,663.760694444444,FALSE,TRUE,2016-11-01
440952000,2016,11,669.3325,FALSE,TRUE,2016-11-01
440895000,2016,11,655.779861111111,FALSE,TRUE,2016-11-01
441811000,2016,11,676.225,FALSE,TRUE,2016-11-01
440787000,2016,11,719.756805555556,FALSE,TRUE,2016-11-01
441660000,2016,11,693.98125,FALSE,TRUE,2016-11-01
440517000,2016,11,717.940694444445,FALSE,TRUE,2016-11-01
440239000,2016,11,718.865555555555,FALSE,TRUE,2016-11-01
441374000,2016,11,657.858888888889,FALSE,TRUE,2016-11-01
440703000,2016,11,712.980277777778,FALSE,TRUE,2016-11-01
440705000,2016,11,635.974444444444,FALSE,TRUE,2016-11-01
416710000,2016,11,501.676944444444,FALSE,TRUE,2016-11-01
440807000,2016,11,670.060972222222,FALSE,TRUE,2016-11-01
412420892,2016,11,673.534305555556,FALSE,TRUE,2016-11-01
440645000,2016,11,581.021111111111,FALSE,TRUE,2016-11-01
735057565,2016,11,146.425833333333,FALSE,TRUE,2016-11-01
412371179,2016,11,611.243194444444,FALSE,TRUE,2016-11-01
412420919,2016,11,196.820416666667,FALSE,TRUE,2016-11-01
440648000,2016,11,717.652638888889,FALSE,TRUE,2016-11-01
440765000,2016,11,665.945833333334,FALSE,TRUE,2016-11-01
440045000,2014,11,475.929722222222,FALSE,FALSE,2014-11-01
440801000,2014,11,662.634722222222,FALSE,FALSE,2014-11-01
440765000,2014,11,531.5375,FALSE,FALSE,2014-11-01
440920000,2014,11,579.287916666667,FALSE,FALSE,2014-11-01
440792000,2014,11,628.332777777778,FALSE,FALSE,2014-11-01
440952000,2014,11,613.978333333333,FALSE,FALSE,2014-11-01
441018000,2014,11,554.470972222222,FALSE,FALSE,2014-11-01
441374000,2014,11,648.075,FALSE,FALSE,2014-11-01
440954000,2014,11,691.055833333333,FALSE,FALSE,2014-11-01
412420582,2014,11,618.158611111111,FALSE,FALSE,2014-11-01
441043000,2014,11,563.222083333333,FALSE,FALSE,2014-11-01
440246000,2014,11,519.441111111111,FALSE,FALSE,2014-11-01
440782000,2014,11,708.655277777778,FALSE,FALSE,2014-11-01
440645000,2014,11,560.35875,FALSE,FALSE,2014-11-01
365878412,2014,11,184.231388888889,FALSE,FALSE,2014-11-01
416004507,2014,11,361.096805555556,FALSE,FALSE,2014-11-01
440644000,2014,11,54.1268055555555,FALSE,FALSE,2014-11-01
512000061,2014,11,253.835694444444,FALSE,FALSE,2014-11-01
416233600,2014,11,163.580694444444,FALSE,FALSE,2014-11-01
441066000,2014,11,15.87875,FALSE,FALSE,2014-11-01
440104000,2014,11,296.17,FALSE,FALSE,2014-11-01
416003803,2014,11,568.121111111111,FALSE,FALSE,2014-11-01
416574000,2014,11,264.933888888889,FALSE,FALSE,2014-11-01
520238000,2014,11,398.222083333333,FALSE,FALSE,2014-11-01
416004502,2014,11,280.665833333333,FALSE,FALSE,2014-11-01
440823000,2014,11,87.6358333333333,FALSE,FALSE,2014-11-01
440820000,2014,11,656.334722222222,FALSE,FALSE,2014-11-01
440931000,2014,11,718.654027777778,FALSE,FALSE,2014-11-01
440636000,2014,11,683.9,FALSE,FALSE,2014-11-01
440705000,2014,11,684.760972222222,FALSE,FALSE,2014-11-01
441166000,2014,11,309.702361111111,FALSE,FALSE,2014-11-01
440936000,2014,11,633.19625,FALSE,FALSE,2014-11-01
441536000,2014,11,653.696805555556,FALSE,FALSE,2014-11-01
440780000,2014,11,678.010555555556,FALSE,FALSE,2014-11-01
441812000,2014,11,552.415138888889,FALSE,FALSE,2014-11-01
440846000,2014,11,695.084583333333,FALSE,FALSE,2014-11-01
440952000,2016,8,434.521111111111,FALSE,TRUE,2016-08-01
440104000,2016,8,1.23444444444444,FALSE,TRUE,2016-08-01
440542000,2016,5,66.3452777777778,FALSE,TRUE,2016-05-01
440770000,2016,11,594.391388888889,FALSE,TRUE,2016-11-01
440644000,2016,11,151.780833333333,FALSE,TRUE,2016-11-01
440894000,2016,11,639.669166666667,FALSE,TRUE,2016-11-01
553111761,2016,11,294.225694444444,FALSE,TRUE,2016-11-01
440647000,2016,11,649.312916666667,FALSE,TRUE,2016-11-01
440575000,2016,11,234.223472222222,FALSE,TRUE,2016-11-01
412371194,2015,5,80.7156944444444,FALSE,TRUE,2015-05-01
338712000,2015,5,210.230972222222,FALSE,TRUE,2015-05-01
510057000,2015,5,145.739722222222,FALSE,TRUE,2015-05-01
440104000,2015,5,262.090694444444,FALSE,TRUE,2015-05-01
441166000,2015,5,235.936388888889,FALSE,TRUE,2015-05-01
416243600,2015,5,339.188055555556,FALSE,TRUE,2015-05-01
553111712,2016,8,127.263333333333,FALSE,TRUE,2016-08-01
416898000,2015,5,131.792083333333,FALSE,TRUE,2015-05-01
553111750,2015,4,305.635,FALSE,TRUE,2015-04-01
440936000,2015,4,652.819722222222,FALSE,TRUE,2015-04-01
416004242,2015,4,721.382916666667,FALSE,TRUE,2015-04-01
440628000,2015,4,537.523472222222,FALSE,TRUE,2015-04-01
529687000,2015,4,248.195416666667,TRUE,TRUE,2015-04-01
440933000,2015,4,674.715694444444,FALSE,TRUE,2015-04-01
412695620,2015,4,369.709861111111,FALSE,TRUE,2015-04-01
440503000,2015,4,562.328888888889,FALSE,TRUE,2015-04-01
529676000,2015,4,98.5463888888889,TRUE,TRUE,2015-04-01
441018000,2015,4,694.248611111111,FALSE,TRUE,2015-04-01
440645000,2015,4,560.94375,FALSE,TRUE,2015-04-01
440900000,2015,4,521.798333333333,FALSE,TRUE,2015-04-01
412695640,2015,4,413.015555555556,FALSE,TRUE,2015-04-01
412420582,2015,4,600.880277777778,FALSE,TRUE,2015-04-01
412985000,2015,4,448.830972222222,FALSE,TRUE,2015-04-01
224523000,2015,4,109.729722222222,FALSE,TRUE,2015-04-01
440821000,2015,4,624.356666666667,FALSE,TRUE,2015-04-01
416003709,2015,4,390.312916666667,FALSE,TRUE,2015-04-01
440846000,2015,4,664.108055555556,FALSE,TRUE,2015-04-01
440765000,2015,4,620.263888888889,FALSE,TRUE,2015-04-01
441811000,2015,4,710.372222222222,FALSE,TRUE,2015-04-01
440641000,2015,4,484.350972222222,FALSE,TRUE,2015-04-01
416004502,2015,4,495.887777777778,FALSE,TRUE,2015-04-01
440941000,2015,4,614.403888888889,FALSE,TRUE,2015-04-01
440809000,2015,4,499.744861111111,FALSE,TRUE,2015-04-01
440590000,2015,4,578.005138888889,FALSE,TRUE,2015-04-01
440987000,2015,4,617.628472222222,FALSE,TRUE,2015-04-01
440895000,2015,4,592.446527777778,FALSE,TRUE,2015-04-01
440574000,2015,4,677.236527777778,FALSE,TRUE,2015-04-01
440108000,2015,4,232.741527777778,FALSE,TRUE,2015-04-01
538060018,2015,4,179.453472222222,FALSE,TRUE,2015-04-01
440808000,2016,11,92.3275,FALSE,TRUE,2016-11-01
510062000,2016,11,225.195833333333,FALSE,TRUE,2016-11-01
440656000,2016,11,509.665555555556,FALSE,TRUE,2016-11-01
440628000,2014,9,622.801805555556,FALSE,FALSE,2014-09-01
440246000,2014,9,639.609166666667,FALSE,FALSE,2014-09-01
440624000,2014,9,539.577916666667,FALSE,FALSE,2014-09-01
440992000,2014,9,599.616388888889,FALSE,FALSE,2014-09-01
440045000,2014,9,529.186388888889,FALSE,FALSE,2014-09-01
440858000,2014,9,652.544722222222,FALSE,FALSE,2014-09-01
440801000,2014,9,642.381388888889,FALSE,FALSE,2014-09-01
440846000,2014,9,610.631111111111,FALSE,FALSE,2014-09-01
440935000,2014,9,689.750416666667,FALSE,FALSE,2014-09-01
440987000,2014,9,537.671944444445,FALSE,FALSE,2014-09-01
412420585,2014,9,589.730833333333,FALSE,FALSE,2014-09-01
412331033,2014,9,666.604444444444,FALSE,FALSE,2014-09-01
441098000,2014,9,576.692777777778,FALSE,FALSE,2014-09-01
440584000,2014,9,646.266666666667,FALSE,FALSE,2014-09-01
520218000,2014,9,582.480833333333,FALSE,FALSE,2014-09-01
529686000,2014,9,21.9726388888889,TRUE,FALSE,2014-09-01
413278000,2014,9,284.441527777778,FALSE,FALSE,2014-09-01
440239000,2014,9,659.847361111111,FALSE,FALSE,2014-09-01
440919000,2014,9,483.110833333333,FALSE,FALSE,2014-09-01
440782000,2014,9,649.081666666666,FALSE,FALSE,2014-09-01
440620000,2014,9,630.602222222222,FALSE,FALSE,2014-09-01
440886000,2014,9,682.419583333333,FALSE,FALSE,2014-09-01
440623000,2014,9,605.165972222222,FALSE,FALSE,2014-09-01
441675000,2014,9,184.886111111111,FALSE,FALSE,2014-09-01
440522000,2014,9,601.120555555556,FALSE,FALSE,2014-09-01
512000089,2014,9,210.724583333333,FALSE,FALSE,2014-09-01
416004565,2014,9,610.777638888889,FALSE,FALSE,2014-09-01
529440000,2014,9,22.4691666666667,TRUE,FALSE,2014-09-01
440053000,2014,9,294.938194444445,FALSE,FALSE,2014-09-01
440104000,2014,9,333.332916666667,FALSE,FALSE,2014-09-01
416574000,2015,5,42.8576388888889,FALSE,TRUE,2015-05-01
440671000,2015,5,52.8052777777778,FALSE,TRUE,2015-05-01
366827000,2014,11,210.603055555556,FALSE,FALSE,2014-11-01
440233000,2014,11,154.590277777778,FALSE,FALSE,2014-11-01
553111712,2014,11,135.365277777778,FALSE,FALSE,2014-11-01
520217000,2014,11,197.317777777778,FALSE,FALSE,2014-11-01
440801000,2014,10,685.964305555556,FALSE,FALSE,2014-10-01
440549000,2014,10,590.38625,FALSE,FALSE,2014-10-01
440574000,2014,10,682.585,FALSE,FALSE,2014-10-01
440926000,2014,10,658.129722222222,FALSE,FALSE,2014-10-01
440792000,2014,10,283.698888888889,FALSE,FALSE,2014-10-01
440780000,2014,10,675.754166666667,FALSE,FALSE,2014-10-01
441812000,2014,10,555.704861111111,FALSE,FALSE,2014-10-01
441680000,2014,10,672.873194444444,FALSE,FALSE,2014-10-01
440954000,2014,10,711.515972222222,FALSE,FALSE,2014-10-01
440933000,2014,10,666.123194444444,FALSE,FALSE,2014-10-01
440900000,2014,10,603.172083333333,FALSE,FALSE,2014-10-01
440807000,2014,10,558.696527777778,FALSE,FALSE,2014-10-01
441446000,2014,10,194.094027777778,FALSE,FALSE,2014-10-01
416000179,2014,10,433.129305555556,FALSE,FALSE,2014-10-01
416004553,2014,10,230.312361111111,FALSE,FALSE,2014-10-01
444080710,2014,10,185.758472222222,FALSE,FALSE,2014-10-01
529417000,2014,10,270.855,TRUE,FALSE,2014-10-01
440647000,2014,10,233.634583333333,FALSE,FALSE,2014-10-01
416017500,2014,10,240.530555555556,FALSE,FALSE,2014-10-01
412420892,2014,10,645.079166666667,FALSE,FALSE,2014-10-01
440936000,2014,10,709.804583333333,FALSE,FALSE,2014-10-01
441166000,2014,10,281.287916666667,FALSE,FALSE,2014-10-01
529687000,2014,10,120.708055555556,TRUE,FALSE,2014-10-01
440705000,2014,10,655.215833333333,FALSE,FALSE,2014-10-01
529469000,2014,10,84.1168055555556,TRUE,FALSE,2014-10-01
440950000,2014,10,572.554722222222,FALSE,FALSE,2014-10-01
416003854,2014,9,44.5897222222222,FALSE,FALSE,2014-09-01
510057000,2016,3,170.459861111111,FALSE,TRUE,2016-03-01
416004242,2016,3,686.106666666667,FALSE,TRUE,2016-03-01
440636000,2016,3,598.9725,FALSE,TRUE,2016-03-01
440595000,2016,3,522.21,FALSE,TRUE,2016-03-01
440936000,2016,3,676.937083333333,FALSE,TRUE,2016-03-01
440919000,2016,3,619.162638888889,FALSE,TRUE,2016-03-01
440820000,2016,3,200.903472222222,FALSE,TRUE,2016-03-01
440246000,2016,3,60.0895833333333,FALSE,TRUE,2016-03-01
440935000,2016,3,637.89125,FALSE,TRUE,2016-03-01
440992000,2016,3,715.644722222222,FALSE,TRUE,2016-03-01
440704000,2016,3,681.570972222222,FALSE,TRUE,2016-03-01
440628000,2016,3,722.543194444445,FALSE,TRUE,2016-03-01
440645000,2016,3,650.721805555556,FALSE,TRUE,2016-03-01
416004501,2016,3,402.72625,FALSE,TRUE,2016-03-01
553111738,2016,3,222.471527777778,FALSE,TRUE,2016-03-01
440239000,2016,3,520.501527777778,FALSE,TRUE,2016-03-01
416004507,2015,4,327.374305555556,FALSE,TRUE,2015-04-01
367666000,2015,4,208.277638888889,FALSE,TRUE,2015-04-01
441166000,2015,4,284.927361111111,FALSE,TRUE,2015-04-01
548831000,2015,4,255.894444444444,FALSE,TRUE,2015-04-01
