year,month,lat_bin,lon_bin,total_fishing_hours
2015.0,5.0,16.8,-110.3,1.5390277777777779
2016.0,5.0,17.8,-111.5,0.5286111111111111
2016.0,5.0,18.0,-113.7,1.3547222222222222
2016.0,5.0,18.4,-108.7,3.218611111111111
2016.0,5.0,18.5,-108.7,4.5136111111111115
2016.0,5.0,18.5,-112.0,2.0480555555555555
2016.0,5.0,18.6,-109.8,0.6168055555555555
2016.0,5.0,18.6,-111.8,2.348055555555556
2016.0,5.0,18.6,-111.9,4.035694444444445
2016.0,8.0,19.1,-112.5,6.660694444444445
2016.0,8.0,19.2,-112.5,6.1625000000000005
2015.0,5.0,17.5,-109.8,2.401666666666667
2015.0,5.0,17.7,-110.7,3.278611111111111
2015.0,5.0,17.8,-109.4,1.467638888888889
2015.0,5.0,19.5,-115.4,0.35861111111111105
2015.0,5.0,19.7,-115.5,0.17222222222222225
2015.0,5.0,19.7,-115.6,0.8552777777777777
2015.0,5.0,19.9,-115.7,4.616527777777778
2015.0,5.0,20.9,-116.3,3.8250000000000006
2016.0,10.0,18.4,-109.1,1.8922222222222218
2016.0,10.0,18.7,-108.8,0.8098611111111111
2016.0,9.0,16.7,-109.9,0.5106944444444445
2016.0,11.0,16.2,-109.8,0.5041666666666667
2016.0,11.0,16.4,-110.2,3.296527777777778
2016.0,11.0,16.5,-110.1,7.693472222222222
2016.0,11.0,16.6,-109.7,3.604305555555555
2016.0,11.0,17.2,-109.3,1.3718055555555557
2016.0,10.0,17.4,-109.0,1.3295833333333333
2016.0,5.0,18.1,-108.1,0.6343055555555556
2016.0,5.0,18.1,-116.8,9.674444444444445
2016.0,5.0,18.3,-116.9,2.8927777777777783
2015.0,5.0,18.0,-114.6,4.1402777777777775
2014.0,9.0,17.2,-111.1,6.238611111111114
2015.0,5.0,17.2,-116.8,0.6981944444444445
2016.0,5.0,17.6,-108.9,2.4225000000000003
2016.0,5.0,16.6,-115.2,6.691944444444443
2016.0,5.0,17.2,-108.5,1.5488888888888888
2016.0,5.0,17.6,-108.8,4.555972222222222
2016.0,5.0,17.7,-108.9,2.034861111111111
2016.0,5.0,17.7,-112.7,2.0633333333333335
2016.0,8.0,17.4,-115.2,3.033194444444444
2016.0,8.0,17.5,-115.2,2.5168055555555555
2016.0,8.0,17.9,-115.2,1.7415277777777776
2016.0,8.0,20.5,-109.9,10.669444444444444
2016.0,3.0,16.1,-115.2,2.556805555555556
2016.0,3.0,16.8,-115.4,2.782083333333334
2016.0,5.0,17.6,-111.0,11.68722222222222
2016.0,5.0,17.9,-111.1,2.6502777777777777
2016.0,5.0,18.2,-111.8,2.0168055555555555
2016.0,8.0,18.0,-113.8,10.046666666666667
2015.0,5.0,16.6,-112.8,2.274444444444444
2015.0,5.0,18.0,-112.1,1.9388888888888889
2015.0,5.0,19.0,-111.4,4.262638888888889
2016.0,5.0,17.6,-116.3,0.8325
2016.0,5.0,19.0,-111.9,0.6991666666666666
2015.0,5.0,17.2,-111.3,2.7480555555555557
2015.0,5.0,17.8,-110.0,2.3598611111111105
2016.0,3.0,17.0,-115.6,2.2805555555555554
2016.0,11.0,16.4,-110.4,1.3050000000000002
2016.0,11.0,16.4,-110.3,9.263888888888891
2016.0,11.0,17.1,-110.0,1.34375
2016.0,5.0,17.4,-108.8,1.0470833333333331
2016.0,11.0,16.8,-109.7,2.0711111111111116
2015.0,5.0,17.5,-109.7,11.537916666666666
2016.0,5.0,17.6,-108.3,0.8027777777777777
2016.0,5.0,17.7,-109.6,2.980555555555555
2016.0,5.0,17.5,-108.7,0.5268055555555555
2016.0,5.0,18.2,-111.0,4.948888888888888
2016.0,5.0,18.4,-110.9,3.739722222222222
2016.0,5.0,18.5,-110.9,2.179444444444444
2016.0,5.0,18.6,-110.6,6.043055555555556
2016.0,11.0,16.9,-109.9,1.1594444444444445
2016.0,5.0,16.0,-113.9,2.803472222222222
2016.0,5.0,16.1,-113.9,6.158611111111114
2016.0,5.0,16.3,-114.0,2.2094444444444443
2016.0,11.0,19.8,-110.9,12.479583333333334
2015.0,5.0,18.6,-108.7,1.02125
2015.0,5.0,18.6,-108.6,0.8484722222222221
2016.0,5.0,16.9,-116.9,2.0251388888888893
2016.0,11.0,18.1,-111.1,7.716666666666667
2016.0,11.0,18.1,-111.0,1.4765277777777774
2016.0,5.0,17.4,-116.3,4.754166666666666
2016.0,5.0,17.6,-116.8,3.1984722222222226
2016.0,5.0,18.9,-109.3,0.875
2016.0,5.0,16.1,-109.2,2.3475
2016.0,5.0,16.2,-108.3,1.0756944444444445
2016.0,5.0,16.6,-108.2,0.17083333333333334
2016.0,5.0,18.2,-110.6,2.348611111111111
2016.0,5.0,18.1,-110.7,5.891111111111111
2016.0,5.0,18.1,-110.4,7.930416666666666
2014.0,10.0,19.1,-113.5,0.5029166666666667
2015.0,4.0,19.9,-110.6,3.5538888888888893
2016.0,5.0,16.7,-117.0,7.359583333333334
2016.0,5.0,16.8,-117.0,2.4066666666666667
2016.0,9.0,17.8,-110.4,1.6980555555555557
2016.0,4.0,16.0,-108.6,5.972638888888889
2016.0,4.0,16.0,-108.7,12.635972222222225
2016.0,4.0,16.1,-108.7,2.675138888888889
2016.0,4.0,17.1,-108.3,6.658333333333333
2016.0,10.0,17.0,-109.6,0.41000000000000003
2016.0,10.0,17.1,-109.6,2.549722222222222
2016.0,10.0,17.2,-110.0,1.66875
2016.0,11.0,19.5,-110.9,0.8988888888888888
2016.0,11.0,19.7,-110.9,4.654444444444445
2016.0,11.0,16.4,-113.2,0.23375
2016.0,11.0,17.0,-112.1,2.2865277777777777
2016.0,11.0,20.2,-110.4,1.4183333333333334
2016.0,4.0,19.3,-110.6,0.8793055555555556
2016.0,4.0,17.2,-110.9,2.106388888888889
2016.0,5.0,16.6,-110.4,2.2622222222222224
2015.0,5.0,19.7,-108.1,5.915555555555556
2015.0,5.0,19.8,-108.1,4.935833333333333
2016.0,8.0,18.6,-108.7,1.4319444444444445
2016.0,8.0,18.9,-114.6,1.5083333333333335
2016.0,11.0,16.6,-110.5,11.223611111111111
2016.0,8.0,17.8,-115.0,1.6404166666666669
2016.0,8.0,18.0,-115.3,0.64
2016.0,8.0,18.7,-114.2,0.6855555555555555
2016.0,8.0,20.6,-111.2,1.1043055555555557
2015.0,9.0,19.5,-110.1,4.518194444444445
2016.0,11.0,16.8,-110.8,4.458611111111112
2016.0,11.0,17.8,-109.1,8.08444444444445
2016.0,11.0,18.3,-109.0,1.8693055555555553
2016.0,11.0,16.8,-110.4,3.261388888888889
2016.0,11.0,18.2,-111.7,1.8913888888888883
2014.0,9.0,17.4,-111.8,0.4161111111111111
2014.0,9.0,18.0,-109.9,2.81736111111111
2014.0,9.0,18.9,-109.6,7.663055555555554
2016.0,4.0,17.2,-116.3,2.675138888888889
2016.0,4.0,16.0,-111.1,2.072361111111111
2015.0,5.0,16.1,-109.1,0.53
2015.0,5.0,16.2,-108.2,7.127638888888891
2015.0,5.0,18.2,-108.9,1.5693055555555555
2015.0,5.0,19.6,-108.9,2.7941666666666665
2015.0,5.0,20.0,-108.4,0.4651388888888889
2016.0,11.0,16.8,-112.1,1.3455555555555552
2016.0,11.0,17.1,-112.0,2.595833333333333
2015.0,4.0,16.2,-115.4,0.4861111111111111
2015.0,4.0,16.2,-115.2,0.11444444444444445
2016.0,4.0,16.4,-112.2,5.481944444444445
2016.0,4.0,16.6,-110.5,2.0180555555555557
2016.0,4.0,16.5,-109.0,2.9629166666666666
2016.0,4.0,17.2,-110.2,1.1084722222222223
2015.0,4.0,19.2,-109.4,1.0456944444444445
2016.0,5.0,18.6,-108.7,3.0981944444444443
2016.0,5.0,17.6,-109.1,3.915833333333334
2015.0,5.0,19.6,-115.2,2.378194444444444
2014.0,10.0,16.1,-115.5,2.1730555555555555
2016.0,4.0,17.4,-109.2,2.2824999999999998
2016.0,5.0,16.0,-111.5,9.166388888888893
2016.0,5.0,17.9,-114.6,6.369722222222223
2016.0,5.0,18.8,-108.8,6.741805555555556
2015.0,4.0,18.5,-110.8,4.1930555555555555
2016.0,8.0,18.0,-110.3,2.3080555555555557
2015.0,5.0,19.4,-115.1,0.11944444444444444
2015.0,5.0,19.5,-115.1,2.748472222222223
2015.0,5.0,20.2,-112.6,2.5930555555555554
2016.0,4.0,17.3,-110.3,12.060416666666667
2016.0,4.0,18.6,-110.6,4.140694444444445
2016.0,4.0,18.8,-109.2,4.775555555555555
2014.0,9.0,20.9,-112.0,3.926944444444444
2016.0,11.0,16.3,-112.7,2.1925
2016.0,11.0,20.0,-110.5,7.7397222222222215
2015.0,5.0,18.0,-114.2,0.4901388888888889
2015.0,5.0,18.1,-114.3,0.5168055555555555
2015.0,5.0,18.1,-111.7,0.28750000000000003
2015.0,5.0,18.2,-109.7,6.490972222222222
2015.0,4.0,17.7,-110.2,1.3456944444444445
2015.0,4.0,17.7,-110.3,8.656944444444443
2015.0,4.0,17.7,-111.3,6.332222222222222
2015.0,4.0,17.0,-117.0,0.7705555555555554
2015.0,4.0,17.1,-117.0,5.5223611111111115
2015.0,4.0,18.7,-114.9,1.7701388888888887
2015.0,4.0,19.6,-110.6,6.421111111111113
2015.0,5.0,18.1,-114.4,0.3943055555555556
2016.0,5.0,17.5,-110.4,15.258194444444447
2016.0,4.0,18.9,-108.0,0.4076388888888889
2015.0,4.0,17.5,-111.4,2.7106944444444445
2015.0,4.0,18.6,-114.9,0.3695833333333333
2015.0,4.0,19.4,-114.9,0.9927777777777778
2016.0,11.0,17.1,-110.5,2.003611111111111
2016.0,11.0,17.5,-109.3,0.8627777777777778
2016.0,10.0,17.2,-109.4,1.3138888888888889
2016.0,10.0,18.1,-109.3,0.5984722222222223
2016.0,10.0,18.1,-109.4,0.46555555555555556
2015.0,5.0,16.6,-108.0,1.3419444444444446
2015.0,5.0,17.4,-108.1,7.322361111111111
2015.0,8.0,19.6,-115.4,0.42930555555555555
2016.0,10.0,18.6,-110.6,2.6976388888888887
2015.0,5.0,17.5,-110.5,0.9470833333333333
2015.0,5.0,19.0,-108.0,0.415
2015.0,8.0,19.7,-115.4,12.091666666666667
2015.0,8.0,20.5,-110.6,1.8916666666666668
2015.0,8.0,19.5,-110.6,13.712499999999999
2015.0,8.0,19.5,-110.1,3.6781944444444443
2015.0,8.0,19.6,-110.1,2.9899999999999998
2015.0,8.0,19.9,-111.3,0.5513888888888889
2015.0,8.0,19.6,-110.6,1.5630555555555554
2016.0,5.0,17.7,-110.5,5.2193055555555565
2016.0,5.0,17.9,-110.2,4.927083333333333
2014.0,10.0,19.4,-110.6,3.304027777777778
2015.0,5.0,16.0,-109.3,0.43944444444444447
2015.0,5.0,17.2,-111.4,6.937499999999999
2015.0,8.0,19.8,-111.3,0.8680555555555556
2016.0,5.0,17.5,-110.7,1.9234722222222222
2016.0,4.0,16.3,-111.3,1.525
2015.0,3.0,17.6,-115.1,1.9443055555555557
2015.0,3.0,16.5,-114.2,1.3848611111111113
2015.0,9.0,19.2,-109.7,3.7443055555555556
2015.0,5.0,16.7,-108.1,0.5579166666666666
2016.0,8.0,18.1,-114.3,25.507083333333338
2015.0,4.0,16.0,-112.4,5.465277777777778
2015.0,4.0,17.5,-112.4,2.1083333333333334
2015.0,4.0,18.1,-111.9,0.36291666666666667
2015.0,4.0,18.2,-111.9,10.179166666666667
2015.0,3.0,18.0,-112.0,4.864027777777778
2015.0,3.0,18.3,-111.0,2.7229166666666664
2016.0,5.0,17.6,-110.1,0.28347222222222224
2016.0,5.0,18.1,-109.9,7.504999999999999
2016.0,5.0,18.2,-109.9,2.0391666666666666
2016.0,1.0,17.1,-114.7,4.39625
2016.0,1.0,17.1,-115.3,3.1886111111111113
2016.0,1.0,17.3,-114.2,10.99763888888889
2016.0,2.0,17.4,-116.8,2.00875
2016.0,2.0,17.5,-116.9,0.46152777777777776
2016.0,5.0,18.6,-110.1,1.817638888888889
2015.0,4.0,20.2,-115.6,3.0270833333333327
2016.0,1.0,17.3,-115.5,2.4515277777777778
2015.0,3.0,17.3,-111.7,3.9755555555555557
2016.0,2.0,16.8,-116.7,4.384444444444444
2015.0,8.0,20.6,-110.8,7.996666666666667
2015.0,8.0,19.4,-109.8,7.104861111111111
2016.0,3.0,19.0,-115.3,0.24722222222222223
2015.0,3.0,18.1,-111.6,0.9861111111111112
2016.0,2.0,16.6,-116.9,0.24611111111111109
2016.0,2.0,16.7,-116.2,4.389027777777778
2016.0,2.0,17.0,-116.9,2.926527777777778
2016.0,3.0,16.6,-116.6,3.5959722222222226
2015.0,3.0,18.2,-111.8,4.347777777777777
2016.0,2.0,16.2,-116.8,3.8619444444444446
2016.0,2.0,17.0,-116.0,0.5305555555555556
2016.0,6.0,19.4,-111.3,0.737638888888889
2016.0,6.0,17.5,-116.5,2.9324999999999997
2016.0,3.0,16.9,-115.9,0.26805555555555555
2015.0,5.0,16.5,-108.6,0.8779166666666667
2015.0,5.0,17.2,-109.2,5.076527777777779
2015.0,5.0,17.4,-108.8,11.963194444444442
2015.0,5.0,19.1,-108.8,4.279027777777778
2016.0,5.0,17.9,-114.1,1.665138888888889
2016.0,5.0,17.9,-114.3,0.1626388888888889
2016.0,4.0,18.0,-110.4,10.287777777777775
2016.0,4.0,19.3,-108.1,1.4815277777777778
2015.0,8.0,17.8,-113.8,0.18222222222222223
2016.0,5.0,19.1,-108.2,1.5044444444444445
2015.0,3.0,16.4,-113.3,6.601805555555557
2016.0,4.0,16.0,-108.5,12.354444444444445
2016.0,4.0,17.9,-108.5,1.9395833333333332
2016.0,4.0,19.1,-110.4,8.408333333333333
2016.0,4.0,19.4,-108.4,1.1916666666666667
2016.0,4.0,19.5,-108.0,0.21819444444444444
2016.0,6.0,17.6,-111.8,5.116527777777778
2016.0,6.0,17.6,-111.9,4.926388888888888
2016.0,6.0,18.0,-114.2,1.5541666666666667
2015.0,3.0,17.3,-114.1,1.4945833333333334
2015.0,4.0,16.6,-112.7,1.6284722222222223
2015.0,4.0,17.9,-113.5,0.6929166666666666
2015.0,4.0,18.0,-113.6,4.9127777777777775
2015.0,4.0,18.3,-112.3,0.34291666666666665
2015.0,3.0,17.4,-113.1,0.5161111111111111
2015.0,3.0,17.4,-113.0,0.5622222222222222
2015.0,3.0,17.8,-111.3,1.915
2016.0,5.0,16.3,-111.8,0.6966666666666667
2016.0,5.0,16.4,-110.2,4.537361111111112
2016.0,5.0,16.4,-110.1,0.3766666666666667
2016.0,5.0,18.7,-110.4,1.4562499999999998
2015.0,4.0,17.2,-112.0,5.529583333333335
2015.0,4.0,17.6,-112.3,0.9708333333333333
2016.0,6.0,17.9,-116.9,3.9431944444444453
2016.0,3.0,19.2,-116.3,4.475833333333332
2016.0,3.0,19.3,-116.2,0.7711111111111111
2016.0,5.0,16.0,-111.1,0.6709722222222222
2015.0,4.0,17.7,-111.7,5.625138888888889
2016.0,6.0,17.4,-116.3,2.6174999999999997
2016.0,3.0,17.7,-116.7,3.5133333333333328
2016.0,3.0,19.0,-116.9,1.3243055555555554
2016.0,3.0,19.3,-114.9,3.976527777777778
2016.0,7.0,22.0,-110.5,21.87666666666667
2015.0,5.0,16.7,-109.8,4.35125
2015.0,5.0,16.9,-109.9,0.36111111111111116
2015.0,5.0,17.1,-110.1,0.2975
2015.0,5.0,17.2,-110.1,0.38555555555555565
2015.0,5.0,17.5,-110.3,4.86527777777778
2016.0,1.0,17.8,-114.1,4.389027777777779
2016.0,6.0,18.7,-112.4,6.942916666666665
2015.0,5.0,21.9,-113.8,1.9270833333333335
2016.0,2.0,19.0,-111.9,1.0777777777777777
2016.0,1.0,17.0,-114.9,8.630416666666665
2016.0,1.0,17.0,-114.4,0.8880555555555556
2016.0,1.0,18.6,-114.1,11.85444444444444
2015.0,5.0,16.2,-112.5,0.3711111111111111
2015.0,5.0,16.3,-108.2,0.3468055555555556
2015.0,5.0,17.4,-110.0,0.6583333333333333
2015.0,5.0,17.8,-109.7,7.457083333333332
2015.0,3.0,16.9,-112.5,3.4504166666666665
2015.0,3.0,17.0,-112.5,12.078055555555553
2015.0,3.0,17.2,-114.5,4.855833333333333
2015.0,3.0,17.3,-112.4,10.540138888888887
2015.0,3.0,17.4,-112.0,2.1177777777777775
2015.0,3.0,17.6,-114.4,0.40388888888888885
2015.0,5.0,18.1,-108.9,1.152638888888889
2015.0,5.0,18.5,-109.1,8.229722222222222
2016.0,8.0,17.9,-114.7,11.333194444444445
2016.0,8.0,18.0,-114.7,11.452083333333334
2016.0,6.0,17.2,-116.5,2.6423611111111107
2016.0,8.0,22.0,-113.1,0.38333333333333336
2016.0,3.0,19.8,-114.2,5.691111111111111
2016.0,3.0,20.3,-115.5,0.35138888888888886
2015.0,10.0,16.4,-112.1,1.4490277777777778
2015.0,10.0,16.4,-112.2,4.268194444444445
2015.0,3.0,17.4,-112.6,12.04888888888889
2015.0,3.0,17.2,-113.0,2.300972222222222
2015.0,3.0,17.4,-113.8,10.21
2015.0,3.0,17.9,-112.6,0.9511111111111111
2015.0,3.0,18.0,-112.8,1.6545833333333333
2016.0,10.0,21.9,-112.6,2.5406944444444437
2015.0,5.0,17.9,-111.0,0.5025
2015.0,5.0,19.9,-112.5,1.5615277777777776
2015.0,5.0,18.1,-109.9,1.1755555555555555
2015.0,5.0,18.7,-110.0,1.1490277777777775
2015.0,5.0,21.5,-108.6,0.48986111111111114
2016.0,8.0,20.3,-109.8,1.9165277777777778
2016.0,6.0,16.6,-115.9,5.355694444444443
2016.0,6.0,17.1,-117.0,0.18638888888888888
2016.0,6.0,17.7,-116.8,0.2891666666666667
2016.0,6.0,20.0,-109.8,4.422361111111111
2016.0,6.0,17.2,-117.0,1.214999999999999
2016.0,6.0,18.5,-116.9,0.19319444444444445
2016.0,6.0,18.7,-116.7,0.5209722222222222
2016.0,6.0,20.3,-109.6,0.2915277777777778
2015.0,10.0,16.4,-111.5,0.9422222222222222
2015.0,4.0,19.3,-110.6,11.360972222222223
2015.0,4.0,20.2,-112.2,0.43416666666666665
2016.0,2.0,16.3,-114.6,2.1158333333333332
2016.0,2.0,16.3,-116.1,1.8281944444444445
2016.0,2.0,16.6,-116.0,0.5154166666666666
2016.0,2.0,16.7,-116.0,4.286527777777778
2016.0,2.0,16.7,-115.7,0.9825
2016.0,6.0,19.9,-116.6,6.8694444444444445
2016.0,6.0,20.1,-116.9,3.290972222222223
2016.0,2.0,17.3,-109.8,3.569444444444445
2016.0,7.0,20.2,-110.1,1.7390277777777778
2016.0,7.0,20.3,-111.2,0.46125000000000005
2016.0,3.0,17.0,-115.9,0.31375
2016.0,3.0,17.2,-116.2,11.545138888888888
2016.0,3.0,17.3,-116.3,4.904722222222222
2016.0,3.0,17.4,-116.4,1.7026388888888886
2016.0,3.0,18.0,-116.7,7.13027777777778
2016.0,3.0,19.1,-111.6,5.3681944444444465
2015.0,3.0,16.5,-113.5,2.9412499999999997
2015.0,3.0,16.1,-112.4,0.9009722222222222
2016.0,6.0,18.6,-113.5,10.684722222222224
2016.0,3.0,18.1,-116.7,1.36875
2015.0,3.0,17.0,-113.0,3.6552777777777776
2015.0,3.0,19.6,-109.6,6.408194444444445
2016.0,6.0,18.1,-114.2,1.2248611111111112
2016.0,6.0,21.9,-110.5,9.445972222222224
2016.0,6.0,17.3,-108.8,2.2065277777777776
2016.0,6.0,17.4,-108.8,5.15375
2016.0,6.0,20.6,-117.0,0.17375000000000002
2015.0,3.0,17.1,-113.0,0.5684722222222223
2016.0,3.0,16.0,-110.9,1.131388888888889
2016.0,3.0,17.3,-116.2,0.18291666666666667
2016.0,3.0,17.6,-116.7,13.107083333333334
2016.0,3.0,19.7,-111.5,1.6745833333333333
2015.0,1.0,21.3,-112.9,2.1326388888888888
2016.0,6.0,22.0,-109.5,2.8493055555555555
2015.0,8.0,20.1,-110.5,5.568888888888889
2016.0,3.0,16.9,-108.1,1.2418055555555556
2016.0,3.0,17.4,-116.6,2.5163888888888892
2015.0,4.0,17.4,-109.9,2.109027777777778
2015.0,7.0,20.8,-112.4,1.0544444444444445
2015.0,7.0,21.6,-112.2,3.0027777777777778
2016.0,4.0,17.3,-108.1,0.3473611111111111
2015.0,7.0,20.9,-108.0,2.100694444444444
2016.0,3.0,16.6,-116.8,3.5255555555555556
2016.0,4.0,16.3,-113.7,8.724583333333333
2016.0,4.0,16.8,-110.4,1.0305555555555554
2015.0,5.0,17.7,-112.1,1.3873611111111113
2015.0,5.0,17.5,-111.8,4.498888888888889
2015.0,5.0,17.6,-111.8,3.8
2015.0,3.0,17.9,-111.9,0.5636111111111111
2015.0,5.0,17.3,-111.6,3.7920833333333333
2016.0,2.0,16.3,-116.4,11.589305555555557
2016.0,2.0,17.4,-116.7,1.9788888888888891
2016.0,2.0,18.9,-116.6,0.37916666666666665
2015.0,6.0,20.8,-111.2,6.568888888888889
2015.0,6.0,20.9,-113.7,8.002500000000001
2015.0,6.0,21.7,-111.8,2.2715277777777776
2016.0,6.0,19.6,-108.4,2.9048611111111104
2016.0,6.0,20.7,-117.0,0.4075
2016.0,6.0,21.0,-116.7,1.323472222222222
2016.0,6.0,21.0,-116.5,0.6988888888888889
2015.0,5.0,19.4,-108.5,3.0136111111111106
2015.0,5.0,20.7,-108.3,1.761388888888889
2015.0,3.0,19.3,-114.0,4.840277777777779
2015.0,3.0,17.6,-115.5,7.09888888888889
2015.0,6.0,20.5,-110.7,0.8701388888888889
2016.0,6.0,17.4,-111.9,9.655416666666667
2016.0,6.0,17.4,-111.8,5.163055555555555
2016.0,2.0,16.6,-116.4,7.155277777777778
2016.0,2.0,16.5,-116.8,1.8024999999999998
2016.0,2.0,17.8,-115.7,1.6583333333333343
2016.0,2.0,17.9,-115.7,1.4418055555555556
2016.0,2.0,18.0,-115.8,0.8533333333333334
2015.0,8.0,21.1,-113.4,2.266111111111112
2016.0,4.0,16.1,-115.2,2.085833333333334
2014.0,4.0,16.4,-109.5,0.9943055555555556
2014.0,4.0,16.8,-109.7,0.8247222222222221
2015.0,3.0,19.0,-115.0,0.8590277777777776
2015.0,3.0,19.8,-114.9,2.8283333333333336
2015.0,5.0,17.0,-113.2,3.5825000000000005
2015.0,5.0,17.1,-113.1,1.67375
2015.0,5.0,17.5,-113.4,3.1125
2016.0,1.0,17.6,-112.1,2.5498611111111114
2016.0,1.0,17.6,-112.0,3.681805555555556
2015.0,6.0,17.2,-109.6,2.4074999999999998
2015.0,6.0,18.0,-109.8,1.176111111111111
2015.0,6.0,19.7,-110.7,3.9477777777777776
2016.0,6.0,16.0,-115.2,0.9968055555555556
2016.0,6.0,18.1,-110.9,1.2370833333333333
2016.0,6.0,21.4,-109.0,3.603194444444444
2016.0,2.0,17.8,-116.3,2.3116666666666665
2016.0,2.0,17.9,-116.2,8.547777777777778
2016.0,2.0,19.6,-115.1,4.012500000000001
2016.0,3.0,16.5,-115.5,0.6861111111111111
2015.0,7.0,21.7,-112.2,6.4816666666666665
2016.0,7.0,21.9,-111.4,1.772361111111111
2015.0,6.0,18.9,-115.3,0.42083333333333334
2016.0,6.0,21.1,-116.3,0.4080555555555556
2016.0,2.0,17.1,-116.3,2.7412500000000004
2016.0,2.0,17.5,-116.3,2.8620833333333335
2015.0,7.0,19.6,-110.2,6.743194444444444
2015.0,6.0,16.5,-116.8,0.32513888888888887
2015.0,6.0,16.6,-117.0,1.0656944444444445
2015.0,6.0,20.2,-114.9,7.458888888888889
2015.0,6.0,18.6,-112.8,0.7926388888888889
2015.0,6.0,19.9,-114.7,0.67875
2015.0,6.0,20.1,-114.0,1.9636111111111112
2015.0,1.0,19.3,-112.6,8.352777777777778
2015.0,9.0,20.9,-110.1,0.5248611111111111
2015.0,7.0,20.0,-110.0,6.80263888888889
2015.0,7.0,20.3,-111.4,2.7915277777777776
2015.0,7.0,20.8,-110.3,17.77486111111111
2015.0,7.0,20.9,-109.8,2.3681944444444447
2015.0,7.0,19.2,-111.6,12.634583333333333
2015.0,7.0,19.1,-110.8,8.082083333333333
2015.0,7.0,19.9,-110.2,10.201666666666668
2015.0,3.0,17.0,-113.3,1.9144444444444446
2015.0,7.0,18.5,-114.5,2.074583333333333
2015.0,7.0,18.6,-115.4,0.8405555555555555
2015.0,7.0,20.1,-113.9,7.6620833333333325
2015.0,7.0,21.4,-112.5,3.3420833333333335
2016.0,2.0,17.2,-116.8,4.218472222222223
2015.0,7.0,19.6,-111.5,4.159861111111112
2015.0,7.0,19.6,-111.6,1.564861111111111
2015.0,7.0,20.3,-110.3,3.626666666666667
2015.0,7.0,21.6,-112.3,0.24736111111111111
2016.0,3.0,16.7,-116.9,2.184722222222222
2014.0,5.0,19.4,-114.8,1.9113888888888888
